                                                                                                                                                                                                                                                                                                                                                       2 Mar 2020 12:02:49
FOR UNFUNDED EDUCATIONAL USE ONLY
Satellite-SunSat2


Entrance Pass Number      Entrance Time (UTCG)      Entrance Altitude (km)    Entrance Latitude (deg)    Entrance Longitude (deg)    Entrance Flux intensity (m^-2*sec^-1*Sterad^-1)    Exit Pass Number        Exit Time (UTCG)        Exit Altitude (km)    Exit Latitude (deg)    Exit Longitude (deg)    Exit Flux intensity (m^-2*sec^-1*Sterad^-1)    Duration (sec)
                1571    29 Jun 2020 04:36:21.694               1690.703725                    -20.895                    -150.308                                        7891820.068                1572    29 Jun 2020 04:52:10.622           1691.906347                 25.380                -165.554                                    7891820.679           948.928
                1572    29 Jun 2020 05:34:31.957               1692.262095                     26.595                      16.723                                        7892153.320                1572    29 Jun 2020 05:51:38.963           1691.372163                -23.470                   0.110                                    7892093.506          1027.006
                1572    29 Jun 2020 06:41:21.251               1688.319273                     -7.043                     175.037                                        7891822.510                1573    29 Jun 2020 06:52:20.096           1691.823838                 25.092                 164.488                                    7891820.679           658.845
                1573    29 Jun 2020 07:34:19.617               1692.668858                     27.939                     -12.832                                        7891901.855                1573    29 Jun 2020 07:55:35.626           1694.712796                -34.168                 -34.123                                    7891834.106          1276.009
                1574    29 Jun 2020 09:37:03.930               1690.659255                     20.715                     -45.532                                        7891843.872                1574    29 Jun 2020 09:58:19.354           1697.267909                -41.271                 -67.467                                    7891821.289          1275.424
                1575    29 Jun 2020 11:39:53.913               1689.105499                     13.186                     -78.139                                        7892282.715                1575    29 Jun 2020 11:57:29.984           1696.134612                -38.177                 -96.036                                    7892214.966          1056.070
                1576    29 Jun 2020 13:39:34.336               1689.403317                     14.892                    -107.640                                        7892130.737                1576    29 Jun 2020 13:55:03.027           1693.437023                -30.367                -122.752                                    7891853.027           928.691
                1576    29 Jun 2020 14:39:15.515               1689.650877                    -16.185                      57.759                                        7892119.141                1577    29 Jun 2020 14:51:30.515           1690.412521                 19.689                  46.155                                    7891820.679           735.000
                1577    29 Jun 2020 15:38:10.884               1690.416663                     19.707                    -136.075                                        7892023.315                1577    29 Jun 2020 15:52:10.661           1690.796382                -21.267                -149.427                                    7892149.048           839.777
                1577    29 Jun 2020 16:37:52.859               1690.719364                    -20.958                      29.329                                        7891820.679                1578    29 Jun 2020 16:54:20.533           1692.441792                 27.195                  13.383                                    7892105.713           987.674
                1578    29 Jun 2020 17:36:33.821               1691.846175                     25.170                    -164.192                                        7892003.174                1578    29 Jun 2020 17:48:55.817           1688.776683                -11.024                -176.049                                    7891973.267           741.997
                1578    29 Jun 2020 18:37:16.694               1691.370470                    -23.464                       0.154                                        7891911.011                1579    29 Jun 2020 18:54:40.571           1692.509690                 27.419                 -16.767                                    7891851.196          1043.876
                1579    29 Jun 2020 19:36:43.081               1691.931845                     25.469                     165.854                                        7891980.591                1579    29 Jun 2020 19:43:20.124           1688.242097                  6.129                 159.329                                    7891820.068           397.043
                1579    29 Jun 2020 20:34:45.396               1693.819666                    -31.534                     -26.834                                        7892175.293                1580    29 Jun 2020 20:52:43.877           1690.731904                 21.009                 -44.497                                    7892086.792          1078.481
                1580    29 Jun 2020 22:32:09.174               1696.717058                    -39.775                     -53.261                                        7891821.899                1581    29 Jun 2020 22:50:30.226           1689.200209                 13.750                 -72.100                                    7892124.634          1101.052
                1581    30 Jun 2020 00:32:12.298               1696.932473                    -40.362                     -83.039                                        7891892.700                1582    30 Jun 2020 00:50:53.332           1689.265291                 14.125                -102.288                                    7892103.882          1121.034
                1582    30 Jun 2020 01:47:18.621               1688.068937                     -3.266                      66.170                                        7891841.431                1582    30 Jun 2020 01:50:33.994           1689.043733                -12.807                  63.113                                    7891820.068           195.373
                1582    30 Jun 2020 02:35:13.039               1694.119326                    -32.430                    -116.660                                        7892001.953                1583    30 Jun 2020 02:52:57.954           1690.355253                 19.445                -134.146                                    7891950.684          1064.914
                1583    30 Jun 2020 03:39:28.688               1690.587255                     20.420                      43.787                                        7892020.264                1583    30 Jun 2020 03:53:36.257           1690.713118                -20.933                  30.305                                    7892127.075           847.569
                1583    30 Jun 2020 04:39:34.947               1690.604345                    -20.490                    -151.220                                        7891820.068                1584    30 Jun 2020 04:55:18.136           1691.942517                 25.505                -166.371                                    7892060.547           943.189
                1584    30 Jun 2020 05:37:33.882               1692.305440                     26.741                      16.007                                        7891995.239                1584    30 Jun 2020 05:54:46.243           1691.403231                -23.584                  -0.701                                    7892108.765          1032.361
                1584    30 Jun 2020 06:44:35.129               1688.281030                     -6.606                     174.128                                        7891822.510                1585    30 Jun 2020 06:55:20.778           1691.765266                 24.886                 163.793                                    7891820.068           645.649
                1585    30 Jun 2020 07:37:24.774               1692.665418                     27.928                     -13.607                                        7891820.068                1585    30 Jun 2020 07:58:46.462           1694.811350                -34.452                 -35.015                                    7892225.342          1281.688
                1586    30 Jun 2020 09:40:14.674               1690.590149                     20.432                     -46.401                                        7891825.562                1586    30 Jun 2020 10:01:24.166           1697.265893                -41.266                 -68.235                                    7892203.369          1269.492
                1587    30 Jun 2020 11:42:59.688               1689.098691                     13.145                     -78.923                                        7892287.598                1587    30 Jun 2020 12:00:30.789           1696.063227                -37.980                 -96.715                                    7892191.162          1051.101
                1588    30 Jun 2020 13:42:36.041               1689.432394                     15.050                    -108.359                                        7891860.352                1588    30 Jun 2020 13:58:02.615           1693.353567                -30.110                -123.420                                    7891835.938           926.574
                1588    30 Jun 2020 14:42:13.433               1689.719346                    -16.527                      57.103                                        7892117.310                1589    30 Jun 2020 14:54:40.106           1690.466224                 19.916                  45.306                                    7891976.929           746.674
                1589    30 Jun 2020 15:41:12.846               1690.450752                     19.851                    -136.795                                        7892100.220                1589    30 Jun 2020 15:55:09.789           1690.726011                -20.985                -150.099                                    7892139.893           836.943
                1589    30 Jun 2020 16:40:57.405               1690.723948                    -20.977                      28.565                                        7892167.358                1590    30 Jun 2020 16:57:25.957           1692.449079                 27.219                  12.603                                    7892076.416           988.552
                1590    30 Jun 2020 17:39:36.427               1691.878400                     25.283                    -164.921                                        7891956.177                1590    30 Jun 2020 17:51:54.753           1688.736492                -10.732                -176.725                                    7891821.289           738.325
                1590    30 Jun 2020 18:40:19.483               1691.398673                    -23.568                      -0.579                                        7891953.735                1591    30 Jun 2020 18:57:42.223           1692.461603                 27.260                 -17.477                                    7891856.689          1042.739
                1591    30 Jun 2020 19:39:52.790               1691.865163                     25.237                     164.997                                        7891965.332                1591    30 Jun 2020 19:46:09.639           1688.304923                  6.882                 158.798                                    7891836.548           376.850
                1591    30 Jun 2020 20:37:42.376               1693.947224                    -31.917                     -27.448                                        7892208.862                1592    30 Jun 2020 20:55:44.794           1690.683644                 20.814                 -45.199                                    7892007.446          1082.418
                1592    30 Jun 2020 22:35:11.291               1696.766255                    -39.910                     -53.966                                        7891821.289                1593    30 Jun 2020 22:53:30.680           1689.163128                 13.532                 -72.799                                    7892011.108          1099.389
                1593     1 Jul 2020 00:35:19.670               1696.889549                    -40.245                     -83.867                                        7891820.068                1594     1 Jul 2020 00:53:58.887           1689.270673                 14.156                -103.069                                    7892110.596          1119.217
                1594     1 Jul 2020 01:50:03.238               1688.033426                     -2.274                      65.713                                        7891901.245                1594     1 Jul 2020 01:53:52.499           1689.152479                -13.469                  62.125                                    7891821.899           229.262
                1594     1 Jul 2020 02:38:25.086               1694.004020                    -32.087                    -117.571                                        7891820.679                1595     1 Jul 2020 02:56:04.971           1690.379006                 19.547                -134.951                                    7892078.857          1059.884
                1595     1 Jul 2020 03:42:29.689               1690.633775                     20.611                      43.084                                        7891834.717                1595     1 Jul 2020 03:56:41.595           1690.718080                -20.953                  29.527                                    7892135.010           851.906
                1595     1 Jul 2020 04:42:46.503               1690.526366                    -20.168                    -152.103                                        7891820.679                1596     1 Jul 2020 04:58:25.809           1691.981036                 25.639                -167.191                                    7891820.068           939.306
                1596     1 Jul 2020 05:40:36.041               1692.345549                     26.875                      15.287                                        7892126.465                1596     1 Jul 2020 05:57:53.406           1691.432863                -23.693                  -1.511                                    7892120.361          1037.365
                1596     1 Jul 2020 06:47:50.626               1688.238963                     -6.089                     173.193                                        7891832.275                1597     1 Jul 2020 06:58:21.582           1691.708713                 24.686                 163.096                                    7891820.068           630.956
                1597     1 Jul 2020 07:40:32.183               1692.628512                     27.808                     -14.424                                        7891828.613                1597     1 Jul 2020 08:02:00.974           1694.971941                -34.913                 -35.984                                    7891940.918          1288.792
                1598     1 Jul 2020 09:43:25.965               1690.515440                     20.122                     -47.279                                        7892047.729                1598     1 Jul 2020 10:04:28.943           1697.263245                -41.259                 -69.002                                    7891820.068          1262.978
                1599     1 Jul 2020 11:46:05.021               1689.095436                     13.125                     -79.700                                        7891838.379                1599     1 Jul 2020 12:03:31.379           1695.988224                -37.772                 -97.389                                    7892166.138          1046.358
                1600     1 Jul 2020 13:45:37.981               1689.459593                     15.195                    -109.081                                        7891820.679                1600     1 Jul 2020 14:01:01.552           1693.260423                -29.820                -124.076                                    7891826.172           923.571
                1600     1 Jul 2020 14:45:11.626               1689.786312                    -16.855                      56.443                                        7891821.899                1601     1 Jul 2020 14:57:50.557           1690.530473                 20.185                  44.442                                    7891990.967           758.931
                1601     1 Jul 2020 15:44:13.875               1690.495894                     20.041                    -137.500                                        7891992.188                1601     1 Jul 2020 15:58:08.724           1690.654089                -20.694                -150.767                                    7892127.686           834.849
                1601     1 Jul 2020 16:44:00.809               1690.742346                    -21.051                      27.820                                        7891820.068                1602     1 Jul 2020 17:00:31.440           1692.457220                 27.246                  11.822                                    7892083.130           990.630
                1602     1 Jul 2020 17:42:39.043               1691.910605                     25.395                    -165.651                                        7891821.289                1602     1 Jul 2020 17:54:53.296           1688.694804                -10.420                -177.395                                    7891821.289           734.252
                1602     1 Jul 2020 18:43:22.371               1691.425663                    -23.667                      -1.314                                        7891905.518                1603     1 Jul 2020 19:00:43.993           1692.415436                 27.107                 -18.190                                    7891862.793          1041.623
                1603     1 Jul 2020 19:43:02.824               1691.794427                     24.989                     164.136                                        7891988.525                1603     1 Jul 2020 19:48:58.222           1688.379325                  7.680                 158.282                                    7891820.068           355.398
                1603     1 Jul 2020 20:40:40.002               1694.065143                    -32.269                     -28.074                                        7891929.932                1604     1 Jul 2020 20:58:45.340           1690.631326                 20.601                 -45.895                                    7891886.597          1085.338
                1604     1 Jul 2020 22:38:13.508               1696.813752                    -40.039                     -54.674                                        7891822.510                1605     1 Jul 2020 22:56:32.368           1689.136612                 13.374                 -73.518                                    7892288.818          1098.860
                1605     2 Jul 2020 00:38:27.255               1696.842907                    -40.118                     -84.699                                        7891922.607                1606     2 Jul 2020 00:57:05.386           1689.284201                 14.233                -103.865                                    7892109.985          1118.131
                1606     2 Jul 2020 01:52:50.972               1688.013291                     -1.434                      65.207                                        7891913.452                1606     2 Jul 2020 01:57:09.998           1689.257663                -14.082                  61.153                                    7891936.035           259.027
                1606     2 Jul 2020 02:41:38.092               1693.873957                    -31.697                    -118.501                                        7891821.289                1607     2 Jul 2020 02:59:12.256           1690.405928                 19.661                -135.762                                    7892072.754          1054.164
                1607     2 Jul 2020 03:45:32.105               1690.663717                     20.733                      42.356                                        7891820.068                1607     2 Jul 2020 03:59:46.917           1690.722842                -20.972                  28.750                                    7892149.048           854.812
                1607     2 Jul 2020 04:45:57.557               1690.455189                    -19.870                    -152.977                                        7891833.496                1608     2 Jul 2020 05:01:33.438           1692.019082                 25.770                -168.010                                    7892062.988           935.881
                1608     2 Jul 2020 05:43:38.274               1692.384717                     27.005                      14.565                                        7892135.010                1608     2 Jul 2020 06:01:01.596           1691.476271                -23.851                  -2.339                                    7892136.841          1043.322
                1608     2 Jul 2020 06:51:08.172               1688.193162                     -5.473                     172.227                                        7891821.289                1609     2 Jul 2020 07:01:22.040           1691.647775                 24.470                 162.404                                    7891820.068           613.867
                1609     2 Jul 2020 07:43:39.696               1692.590147                     27.682                     -15.242                                        7891832.886                1609     2 Jul 2020 08:05:15.551           1695.134501                -35.377                 -36.957                                    7892084.961          1295.854
                1610     2 Jul 2020 09:46:38.086               1690.432113                     19.772                     -48.171                                        7892088.013                1610     2 Jul 2020 10:07:33.714           1697.260503                -41.251                 -69.769                                    7891820.068          1255.628
                1611     2 Jul 2020 11:49:09.119               1689.102080                     13.166                     -80.457                                        7891820.679                1611     2 Jul 2020 12:06:31.914           1695.912391                -37.562                 -98.063                                    7891910.400          1042.796
                1612     2 Jul 2020 13:48:40.402               1689.482598                     15.317                    -109.811                                        7891830.444                1612     2 Jul 2020 14:04:00.772           1693.172179                -29.544                -124.738                                    7892164.307           920.370
                1612     2 Jul 2020 14:48:10.290               1689.849628                    -17.160                      55.775                                        7891823.120                1613     2 Jul 2020 15:01:02.165           1690.609131                 20.510                  43.559                                    7891879.883           771.875
                1613     2 Jul 2020 15:47:15.015               1690.540085                     20.225                    -138.207                                        7891820.068                1613     2 Jul 2020 16:01:07.461           1690.580652                -20.393                -151.433                                    7891832.886           832.446
                1613     2 Jul 2020 16:47:04.136               1690.761734                    -21.129                      27.077                                        7892224.731                1614     2 Jul 2020 17:03:36.992           1692.466392                 27.276                  11.040                                    7892071.533           992.856
                1614     2 Jul 2020 17:45:41.656               1691.942954                     25.507                    -166.380                                        7892094.116                1614     2 Jul 2020 17:57:51.028           1688.649223                -10.069                -178.052                                    7891932.983           729.371
                1614     2 Jul 2020 18:46:24.666               1691.460619                    -23.794                      -2.038                                        7891968.994                1615     2 Jul 2020 19:03:45.877           1692.371083                 26.960                 -18.905                                    7891891.479          1041.211
                1615     2 Jul 2020 19:46:12.973               1691.722618                     24.736                     163.272                                        7891990.356                1615     2 Jul 2020 19:51:42.788           1688.483122                  8.674                 157.830                                    7891887.207           329.814
                1615     2 Jul 2020 20:43:38.936               1694.162416                    -32.558                     -28.726                                        7891980.591                1616     2 Jul 2020 21:01:45.486           1690.574741                 20.368                 -46.585                                    7892205.200          1086.550
                1616     2 Jul 2020 22:41:15.821               1696.859574                    -40.164                     -55.383                                        7892170.410                1617     2 Jul 2020 22:59:36.768           1689.132334                 13.348                 -74.280                                    7891823.730          1100.947
                1617     3 Jul 2020 00:41:35.033               1696.792920                    -39.982                     -85.536                                        7891840.820                1618     3 Jul 2020 01:00:12.922           1689.306784                 14.360                -104.678                                    7891961.060          1117.889
                1618     3 Jul 2020 01:55:40.053               1688.002810                     -0.659                      64.681                                        7891921.387                1618     3 Jul 2020 02:00:28.861           1689.379251                -14.761                  60.157                                    7891984.863           288.809
                1618     3 Jul 2020 02:44:49.652               1693.767798                    -31.377                    -119.401                                        7892149.048                1619     3 Jul 2020 03:02:19.853           1690.436569                 19.791                -136.577                                    7892056.274          1050.200
                1619     3 Jul 2020 03:48:34.795               1690.690500                     20.842                      41.623                                        7891820.679                1619     3 Jul 2020 04:02:53.155           1690.738688                -21.036                  27.957                                    7892134.399           858.360
                1619     3 Jul 2020 04:49:09.138               1690.378889                    -19.546                    -153.859                                        7892037.354                1620     3 Jul 2020 05:04:41.092           1692.057628                 25.902                -168.829                                    7891821.289           931.955
                1620     3 Jul 2020 05:46:40.580               1692.422949                     27.132                      13.843                                        7892150.879                1620     3 Jul 2020 06:04:09.699           1691.518733                -24.006                  -3.165                                    7892148.438          1049.120
                1620     3 Jul 2020 06:54:25.126               1688.154002                     -4.885                     171.270                                        7891940.308                1621     3 Jul 2020 07:04:21.672           1691.576101                 24.213                 161.727                                    7891820.068           596.546
                1621     3 Jul 2020 07:46:47.323               1692.550230                     27.552                     -16.062                                        7891841.431                1621     3 Jul 2020 08:08:29.047           1695.279577                -35.788                 -37.908                                    7891928.711          1301.724
                1622     3 Jul 2020 09:49:50.258               1690.349434                     19.420                     -49.063                                        7891828.003                1622     3 Jul 2020 10:10:38.457           1697.257269                -41.243                 -70.535                                    7892062.988          1248.199
                1623     3 Jul 2020 11:52:13.148               1689.109287                     13.209                     -81.214                                        7891821.899                1623     3 Jul 2020 12:09:32.955           1695.845401                -37.376                 -98.749                                    7892286.377          1039.807
                1624     3 Jul 2020 13:51:43.108               1689.503127                     15.425                    -110.545                                        7891835.327                1624     3 Jul 2020 14:07:01.534           1693.108081                -29.343                -125.430                                    7891821.289           918.426
                1624     3 Jul 2020 14:51:09.830               1689.904883                    -17.422                      55.094                                        7892136.230                1625     3 Jul 2020 15:04:10.421           1690.648710                 20.672                  42.731                                    7891823.120           780.592
                1625     3 Jul 2020 15:50:16.270               1690.583245                     20.404                    -138.915                                        7892119.751                1625     3 Jul 2020 16:04:07.625           1690.524735                -20.161                -152.123                                    7892078.247           831.354
                1625     3 Jul 2020 16:50:07.474               1690.781054                    -21.206                      26.333                                        7891820.679                1626     3 Jul 2020 17:06:42.147           1692.469733                 27.287                  10.265                                    7891920.776           994.673
                1626     3 Jul 2020 17:48:44.151               1691.977067                     25.625                    -167.106                                        7892092.896                1626     3 Jul 2020 18:00:48.764           1688.605166                 -9.718                -178.710                                    7892000.122           724.613
                1626     3 Jul 2020 18:49:26.793               1691.497970                    -23.930                      -2.759                                        7892169.800                1627     3 Jul 2020 19:06:48.287           1692.334523                 26.838                 -19.629                                    7891848.145          1041.494
                1627     3 Jul 2020 19:49:23.382               1691.647816                     24.470                     162.405                                        7891820.679                1627     3 Jul 2020 19:54:29.537           1688.586094                  9.562                 157.345                                    7891845.703           306.155
                1627     3 Jul 2020 20:46:39.750               1694.229423                    -32.756                     -29.414                                        7892046.509                1628     3 Jul 2020 21:04:45.416           1690.516150                 20.125                 -47.271                                    7892194.214          1085.666
                1628     3 Jul 2020 22:44:19.529               1696.880950                    -40.222                     -56.125                                        7891821.289                1629     3 Jul 2020 23:02:41.169           1689.128063                 13.323                 -75.042                                    7891824.951          1101.640
                1629     4 Jul 2020 00:44:41.957               1696.757923                    -39.887                     -86.353                                        7891842.041                1630     4 Jul 2020 01:03:20.272           1689.327922                 14.478                -105.487                                    7891825.562          1118.315
                1630     4 Jul 2020 01:58:26.950               1688.000319                      0.222                      64.188                                        7891890.869                1630     4 Jul 2020 02:03:46.405           1689.493794                -15.376                  59.182                                    7891844.482           319.454
                1630     4 Jul 2020 02:47:59.888               1693.683255                    -31.121                    -120.275                                        7891820.068                1631     4 Jul 2020 03:05:29.514           1690.491310                 20.022                -137.427                                    7891920.166          1049.626
                1631     4 Jul 2020 03:51:37.725               1690.714520                     20.939                      40.887                                        7892044.678                1631     4 Jul 2020 04:05:59.812           1690.759650                -21.120                  27.157                                    7892155.151           862.087
                1631     4 Jul 2020 04:52:19.447               1690.317940                    -19.284                    -154.720                                        7891820.068                1632     4 Jul 2020 05:07:48.618           1692.094476                 26.028                -169.647                                    7891875.000           929.171
                1632     4 Jul 2020 05:49:44.039               1692.444408                     27.203                      13.099                                        7891831.055                1632     4 Jul 2020 06:07:17.720           1691.560281                -24.156                  -3.990                                    7892139.282          1053.681
                1632     4 Jul 2020 06:57:42.057               1688.119304                     -4.298                     170.314                                        7891879.272                1633     4 Jul 2020 07:07:20.271           1691.491165                 23.906                 161.068                                    7891820.068           578.214
                1633     4 Jul 2020 07:49:55.603               1692.500834                     27.389                     -16.894                                        7892091.064                1633     4 Jul 2020 08:11:40.786           1695.395347                -36.115                 -38.823                                    7891889.648          1305.182
                1634     4 Jul 2020 09:53:00.710               1690.287203                     19.151                     -49.926                                        7891928.711                1634     4 Jul 2020 10:13:42.684           1697.244938                -41.209                 -71.289                                    7891820.068          1241.973
                1635     4 Jul 2020 11:55:17.102               1689.117133                     13.257                     -81.969                                        7891823.730                1635     4 Jul 2020 12:12:34.215           1695.782273                -37.200                 -99.439                                    7892284.546          1037.113
                1636     4 Jul 2020 13:54:45.589               1689.525886                     15.545                    -111.276                                        7891836.548                1636     4 Jul 2020 14:10:01.971           1693.039285                -29.126                -126.116                                    7892088.623           916.383
                1636     4 Jul 2020 14:54:10.041               1689.953845                    -17.652                      54.401                                        7892141.724                1637     4 Jul 2020 15:07:17.974           1690.680096                 20.800                  41.916                                    7891995.239           787.932
                1637     4 Jul 2020 15:53:17.447               1690.627649                     20.586                    -139.622                                        7891820.068                1637     4 Jul 2020 16:07:07.747           1690.468862                -19.927                -152.812                                    7892042.847           830.299
                1637     4 Jul 2020 16:53:10.840               1690.800080                    -21.282                      25.590                                        7892218.018                1638     4 Jul 2020 17:09:46.335           1692.458899                 27.251                   9.508                                    7892110.596           995.495
                1638     4 Jul 2020 17:51:46.676               1692.010858                     25.741                    -167.834                                        7892094.116                1638     4 Jul 2020 18:03:47.851           1688.570487                 -9.433                -179.388                                    7891909.790           721.175
                1638     4 Jul 2020 18:52:28.975               1691.534743                    -24.063                      -3.481                                        7892184.448                1639     4 Jul 2020 19:09:52.798           1692.328487                 26.818                 -20.392                                    7891850.586          1043.823
                1639     4 Jul 2020 19:52:35.591               1691.549379                     24.116                     161.506                                        7891940.308                1639     4 Jul 2020 19:57:14.428           1688.710728                 10.540                 156.890                                    7891848.755           278.837
                1639     4 Jul 2020 20:49:40.891               1694.291285                    -32.938                     -30.109                                        7892175.293                1640     4 Jul 2020 21:07:44.945           1690.453511                 19.863                 -47.950                                    7892177.734          1084.053
                1640     4 Jul 2020 22:47:23.514               1696.897474                    -40.267                     -56.874                                        7892338.257                1641     4 Jul 2020 23:05:45.575           1689.123836                 13.297                 -75.804                                    7891823.730          1102.060
                1641     5 Jul 2020 00:47:48.998               1696.720894                    -39.786                     -87.172                                        7891834.717                1642     5 Jul 2020 01:06:27.453           1689.347724                 14.588                -106.294                                    7891936.035          1118.455
                1642     5 Jul 2020 02:01:15.660               1688.006657                      1.015                      63.667                                        7891842.041                1642     5 Jul 2020 02:07:02.741           1689.600986                -15.932                  58.226                                    7891820.679           347.081
                1642     5 Jul 2020 02:51:09.978               1693.601400                    -30.872                    -121.146                                        7892178.955                1643     5 Jul 2020 03:08:38.977           1690.544250                 20.242                -138.275                                    7891964.111          1048.999
                1643     5 Jul 2020 03:54:39.179               1690.756507                     21.108                      40.175                                        7891820.679                1643     5 Jul 2020 04:09:06.445           1690.780381                -21.203                  26.357                                    7892168.579           867.266
                1643     5 Jul 2020 04:55:28.665               1690.269837                    -19.076                    -155.562                                        7892084.961                1644     5 Jul 2020 05:10:55.598           1692.123672                 26.127                -170.455                                    7892055.664           926.933
                1644     5 Jul 2020 05:52:48.461               1692.451797                     27.228                      12.338                                        7891828.003                1644     5 Jul 2020 06:10:27.279           1691.622858                -24.380                  -4.843                                    7891962.891          1058.818
                1644     5 Jul 2020 07:01:01.349               1688.083569                     -3.597                     169.321                                        7891828.003                1645     5 Jul 2020 07:10:17.643           1691.390827                 23.539                 160.430                                    7891820.679           556.295
                1645     5 Jul 2020 07:53:04.362               1692.444626                     27.204                     -17.735                                        7891942.139                1645     5 Jul 2020 08:14:51.557           1695.494984                -36.396                 -39.719                                    7892035.522          1307.195
                1646     5 Jul 2020 09:56:11.352               1690.223612                     18.873                     -50.792                                        7891899.414                1646     5 Jul 2020 10:16:46.870           1697.231883                -41.174                 -72.041                                    7891820.679          1235.517
                1647     5 Jul 2020 11:58:21.550               1689.120999                     13.280                     -82.731                                        7892221.069                1647     5 Jul 2020 12:15:35.423           1695.718369                -37.021                -100.129                                    7892035.522          1033.873
                1648     5 Jul 2020 13:57:47.810               1689.551236                     15.676                    -112.002                                        7891834.106                1648     5 Jul 2020 14:13:02.067           1692.965602                -28.892                -126.795                                    7891891.479           914.257
                1648     5 Jul 2020 14:57:10.582               1689.999892                    -17.865                      53.703                                        7892153.320                1649     5 Jul 2020 15:10:25.195           1690.707652                 20.911                  41.107                                    7891827.393           794.613
                1649     5 Jul 2020 15:56:17.975               1690.680153                     20.800                    -140.318                                        7891820.679                1649     5 Jul 2020 16:10:07.622           1690.410701                -19.682                -153.498                                    7891949.463           829.647
                1649     5 Jul 2020 16:56:15.997               1690.797267                    -21.271                      24.815                                        7891820.679                1650     5 Jul 2020 17:12:50.635           1692.449726                 27.221                   8.749                                    7891842.041           994.639
