                                                                                                                                                                                                                                                                                                                                                       2 Mar 2020 12:01:32
FOR UNFUNDED EDUCATIONAL USE ONLY
Satellite-SunSat1


Entrance Pass Number      Entrance Time (UTCG)      Entrance Altitude (km)    Entrance Latitude (deg)    Entrance Longitude (deg)    Entrance Flux intensity (m^-2*sec^-1*Sterad^-1)    Exit Pass Number        Exit Time (UTCG)        Exit Altitude (km)    Exit Latitude (deg)    Exit Longitude (deg)    Exit Flux intensity (m^-2*sec^-1*Sterad^-1)    Duration (sec)
                4678    19 Jan 2021 00:10:16.756                911.085822                    -43.482                     -53.945                                        2518830.719                4678    19 Jan 2021 00:22:14.268            901.032321                 -2.236                 -65.206                                    2475485.229           717.512
                4679    19 Jan 2021 01:56:08.454                907.692509                    -34.117                     -82.885                                        2504001.465                4679    19 Jan 2021 02:00:19.767            903.408022                -19.676                 -86.841                                    2485591.431           251.313
                4683    19 Jan 2021 08:09:46.052                901.611445                     -9.771                      -4.003                                        2477884.674                4683    19 Jan 2021 08:15:15.899            905.927200                -28.777                  -8.800                                    2496509.094           329.847
                4684    19 Jan 2021 09:50:30.936                901.015083                     -1.528                     -27.871                                        2475478.363                4684    19 Jan 2021 10:01:47.189            909.956789                -40.436                 -38.192                                    2513733.521           676.253
                4685    19 Jan 2021 11:33:00.812                901.002732                      0.650                     -53.151                                        2475375.366                4685    19 Jan 2021 11:45:51.345            911.151022                -43.657                 -65.144                                    2518865.356           770.533
                4686    19 Jan 2021 13:19:47.987                901.923674                    -12.039                     -81.883                                        2479224.854                4686    19 Jan 2021 13:24:54.020            906.208380                -29.665                 -86.394                                    2497729.187           306.034
                4690    19 Jan 2021 20:52:11.989                905.795682                    -28.356                      -8.154                                        2495856.781                4690    19 Jan 2021 20:58:59.066            901.153952                 -4.886                 -13.972                                    2475953.979           407.077
                4691    19 Jan 2021 22:32:39.209                908.902120                    -37.541                     -31.184                                        2509296.112                4692    19 Jan 2021 22:43:41.087            901.002131                  0.574                 -41.013                                    2475356.598           661.877
                4692    20 Jan 2021 00:14:01.194                911.113470                    -43.556                     -54.857                                        2518868.256                4692    20 Jan 2021 00:25:54.762            901.041680                 -2.540                 -66.077                                    2475493.164           713.568
                4693    20 Jan 2021 02:00:19.869                907.189768                    -32.646                     -84.268                                        2501888.733                4693    20 Jan 2021 02:03:33.381            903.860443                -21.527                 -87.313                                    2487581.787           193.512
                4697    20 Jan 2021 08:13:23.938                901.556449                     -9.317                      -4.837                                        2477701.721                4697    20 Jan 2021 08:19:13.093            906.134930                -29.435                  -9.925                                    2497307.739           349.155
                4698    20 Jan 2021 09:54:12.908                901.011087                     -1.310                     -28.762                                        2475364.838                4698    20 Jan 2021 10:05:34.431            909.988241                -40.522                 -39.163                                    2513867.493           681.524
                4699    20 Jan 2021 11:36:49.221                901.001590                      0.496                     -54.127                                        2475368.042                4699    20 Jan 2021 11:49:34.672            911.099849                -43.520                 -66.032                                    2518645.020           765.451
                4700    20 Jan 2021 13:24:15.998                902.327391                    -14.479                     -83.408                                        2480945.282                4700    20 Jan 2021 13:28:20.661            905.861766                -28.568                 -87.026                                    2496233.368           244.662
                4704    20 Jan 2021 20:55:48.684                905.958089                    -28.876                      -8.950                                        2496663.208                4704    20 Jan 2021 21:02:49.802            901.136342                 -4.597                 -14.980                                    2475827.942           421.118
                4705    20 Jan 2021 22:36:16.320                909.079987                    -38.034                     -31.963                                        2510028.992                4706    20 Jan 2021 22:47:27.276            901.002327                  0.600                 -41.959                                    2475278.931           670.956
                4706    21 Jan 2021 00:17:45.908                911.135260                    -43.615                     -55.776                                        2518797.150                4706    21 Jan 2021 00:29:35.269            901.052195                 -2.843                 -66.948                                    2475618.286           709.361
                4707    21 Jan 2021 02:04:44.183                906.456467                    -30.435                     -85.854                                        2498722.687                4707    21 Jan 2021 02:06:40.736            904.443147                -23.737                 -87.683                                    2490051.117           116.553
                4711    21 Jan 2021 08:17:02.840                901.510613                     -8.922                      -5.685                                        2477498.016                4711    21 Jan 2021 08:23:04.451            906.237834                -29.757                 -10.956                                    2497749.329           361.611
                4712    21 Jan 2021 09:57:55.099                901.007884                     -1.104                     -29.655                                        2475286.713                4712    21 Jan 2021 10:09:22.580            910.038740                -40.659                 -40.151                                    2514206.238           687.481
                4713    21 Jan 2021 11:40:37.425                901.000809                      0.354                     -55.101                                        2475347.900                4713    21 Jan 2021 11:53:18.631            911.062084                -43.418                 -66.935                                    2518696.289           761.206
                4714    21 Jan 2021 13:28:42.446                902.779761                    -16.827                     -84.919                                        2482925.873                4714    21 Jan 2021 13:31:35.817            905.324422                -26.811                 -87.484                                    2493827.362           173.371
                4718    21 Jan 2021 20:59:26.206                906.107256                    -29.348                      -9.759                                        2497338.409                4718    21 Jan 2021 21:06:40.532            901.119817                 -4.309                 -15.987                                    2475787.048           434.325
                4719    21 Jan 2021 22:39:52.037                909.287468                    -38.607                     -32.713                                        2510964.355                4720    21 Jan 2021 22:51:13.454            901.002525                  0.625                 -42.906                                    2475248.871           681.417
                4720    22 Jan 2021 00:21:31.342                911.141813                    -43.632                     -56.710                                        2518920.593                4720    22 Jan 2021 00:33:15.872            901.063664                 -3.140                 -67.820                                    2475648.193           704.530
                4725    22 Jan 2021 08:20:42.224                901.469733                     -8.555                      -6.540                                        2477369.690                4725    22 Jan 2021 08:26:51.755            906.266559                -29.846                 -11.922                                    2497874.756           369.531
                4726    22 Jan 2021 10:01:37.721                901.005518                     -0.924                     -30.554                                        2475364.990                4726    22 Jan 2021 10:13:16.712            910.215064                -41.136                 -41.260                                    2514952.393           698.991
                4727    22 Jan 2021 11:44:26.641                901.000151                      0.153                     -56.087                                        2475375.824                4727    22 Jan 2021 11:57:01.780            911.007170                -43.271                 -67.820                                    2518246.765           755.139
                4728    22 Jan 2021 13:33:00.186                903.177102                    -18.672                     -86.315                                        2484614.716                4728    22 Jan 2021 13:34:35.519            904.560628                -24.163                 -87.717                                    2490540.771            95.333
                4732    22 Jan 2021 21:03:05.443                906.226365                    -29.721                     -10.594                                        2497701.874                4732    22 Jan 2021 21:10:31.414            901.103896                 -4.012                 -16.996                                    2475729.218           445.971
                4733    22 Jan 2021 22:43:28.751                909.475077                    -39.122                     -33.481                                        2511756.897                4734    22 Jan 2021 22:54:59.368            901.002605                  0.635                 -43.848                                    2475261.688           690.617
                4734    23 Jan 2021 00:25:16.744                911.149061                    -43.652                     -57.643                                        2518857.880                4734    23 Jan 2021 00:36:56.379            901.076514                 -3.442                 -68.691                                    2475716.858           699.636
                4739    23 Jan 2021 08:24:22.042                901.433142                     -8.213                      -7.400                                        2477181.854                4739    23 Jan 2021 08:30:38.919            906.292760                -29.928                 -12.886                                    2498140.564           376.877
                4740    23 Jan 2021 10:05:20.693                901.003771                     -0.764                     -31.458                                        2475375.824                4740    23 Jan 2021 10:17:11.571            910.407084                -41.656                 -42.386                                    2515686.951           710.878
                4741    23 Jan 2021 11:48:16.469                901.000045                     -0.083                     -57.082                                        2475238.037                4741    23 Jan 2021 12:00:43.689            910.926017                -43.053                 -68.679                                    2518084.717           747.220
                4746    23 Jan 2021 21:06:49.656                906.254529                    -29.809                     -11.509                                        2497926.941                4746    23 Jan 2021 21:14:22.453            901.088670                 -3.706                 -18.007                                    2475676.117           452.798
                4747    23 Jan 2021 22:47:06.334                909.645199                    -39.587                     -34.263                                        2512416.229                4748    23 Jan 2021 22:58:44.877            901.002496                  0.621                 -44.786                                    2475319.824           698.544
                4748    24 Jan 2021 00:29:01.995                911.159488                    -43.680                     -58.573                                        2519028.931                4748    24 Jan 2021 00:40:36.517            901.091572                 -3.766                 -69.556                                    2475766.907           694.522
                4753    24 Jan 2021 08:27:59.745                901.385814                     -7.748                      -8.233                                        2477029.724                4753    24 Jan 2021 08:34:29.084            906.374565                -30.182                 -13.899                                    2498457.947           389.340
                4754    24 Jan 2021 10:09:03.208                901.002153                     -0.577                     -32.355                                        2475247.650                4754    24 Jan 2021 10:21:04.389            910.556329                -42.058                 -43.472                                    2516356.964           721.180
                4755    24 Jan 2021 11:52:06.097                901.000612                     -0.308                     -58.075                                        2475379.486                4755    24 Jan 2021 12:04:25.564            910.844193                -42.833                 -69.538                                    2517742.157           739.467
                4760    24 Jan 2021 21:10:33.989                906.280518                    -29.890                     -12.427                                        2498088.074                4760    24 Jan 2021 21:18:13.904            901.073606                 -3.376                 -19.024                                    2475554.199           459.915
                4761    24 Jan 2021 22:50:46.696                909.757644                    -39.894                     -35.099                                        2513073.120                4762    24 Jan 2021 23:02:30.420            901.002403                  0.610                 -45.724                                    2475392.151           703.724
                4762    25 Jan 2021 00:32:45.869                911.199066                    -43.786                     -59.474                                        2519167.938                4762    25 Jan 2021 00:44:16.252            901.109206                 -4.113                 -70.417                                    2475707.245           690.383
                4767    25 Jan 2021 08:31:38.137                901.344895                     -7.323                      -9.074                                        2476804.352                4767    25 Jan 2021 08:38:24.266            906.550532                -30.723                 -14.995                                    2499093.170           406.130
                4768    25 Jan 2021 10:12:45.575                901.000943                     -0.382                     -33.251                                        2475354.767                4768    25 Jan 2021 10:24:55.826            910.676601                -42.382                 -44.531                                    2516951.294           730.252
                4769    25 Jan 2021 11:55:55.130                901.001602                     -0.498                     -59.059                                        2475388.489                4769    25 Jan 2021 12:08:07.400            910.761583                -42.611                 -70.396                                    2517399.139           732.270
                4774    25 Jan 2021 21:14:18.429                906.304563                    -29.965                     -13.347                                        2498201.904                4774    25 Jan 2021 21:22:07.199            901.055821                 -2.940                 -20.065                                    2475575.562           468.770
                4775    25 Jan 2021 22:54:28.783                909.834160                    -40.103                     -35.968                                        2513379.822                4776    25 Jan 2021 23:06:16.432            901.002528                  0.625                 -46.668                                    2475372.620           707.649
                4776    26 Jan 2021 00:36:29.852                911.236358                    -43.886                     -60.376                                        2519256.592                4776    26 Jan 2021 00:47:56.133            901.127900                 -4.452                 -71.279                                    2475918.884           686.281
                4781    26 Jan 2021 08:35:15.916                901.303113                     -6.863                      -9.908                                        2476646.271                4781    26 Jan 2021 08:42:18.863            906.717218                -31.231                 -16.082                                    2499809.418           422.948
                4782    26 Jan 2021 10:16:27.796                901.000206                     -0.178                     -34.145                                        2475303.192                4782    26 Jan 2021 10:28:46.396            910.778622                -42.657                 -45.572                                    2517265.472           738.600
                4783    26 Jan 2021 11:59:44.064                901.003008                     -0.682                     -60.042                                        2475384.674                4783    26 Jan 2021 12:11:48.457            910.662528                -42.344                 -71.239                                    2516912.842           724.392
                4788    26 Jan 2021 21:17:57.881                906.421160                    -30.326                     -14.184                                        2498727.417                4788    26 Jan 2021 21:26:00.069            901.041284                 -2.528                 -21.101                                    2475423.584           482.188
                4789    26 Jan 2021 22:58:11.560                909.896308                    -40.272                     -36.850                                        2513715.515                4790    26 Jan 2021 23:10:04.684            901.003835                  0.770                 -47.642                                    2475258.942           713.124
                4790    27 Jan 2021 00:40:13.942                911.271388                    -43.980                     -61.281                                        2519551.849                4790    27 Jan 2021 00:51:34.661            901.152920                 -4.869                 -72.123                                    2475895.233           680.719
                4795    27 Jan 2021 08:38:54.015                901.265509                     -6.422                     -10.746                                        2476475.372                4795    27 Jan 2021 08:46:18.548            906.982759                -32.031                 -17.256                                    2500970.154           444.534
                4796    27 Jan 2021 10:20:11.301                901.000016                     -0.049                     -35.056                                        2475274.658                4796    27 Jan 2021 10:32:36.293            910.866470                -42.893                 -46.600                                    2517647.858           744.993
                4797    27 Jan 2021 12:03:33.350                901.005085                     -0.887                     -61.030                                        2475367.584                4797    27 Jan 2021 12:15:28.875            910.550088                -42.041                 -72.069                                    2516326.904           715.525
                4801    27 Jan 2021 19:41:17.480                903.739486                    -21.045                       8.165                                        2487025.604                4801    27 Jan 2021 19:41:57.079            903.197537                -18.763                   7.591                                    2484714.661            39.599
                4802    27 Jan 2021 21:21:36.573                906.552803                    -30.730                     -15.009                                        2499103.088                4802    27 Jan 2021 21:29:51.343            901.031507                 -2.208                 -22.115                                    2475429.077           494.770
                4803    27 Jan 2021 23:01:55.087                909.942757                    -40.398                     -37.746                                        2513927.460                4804    27 Jan 2021 23:13:53.151            901.005563                  0.928                 -48.619                                    2475261.993           718.063
                4804    28 Jan 2021 00:44:00.208                911.260305                    -43.950                     -62.233                                        2519474.945                4804    28 Jan 2021 00:55:11.536            901.186705                 -5.382                 -72.945                                    2476101.532           671.328
                4809    28 Jan 2021 08:42:31.769                901.228839                     -5.960                     -11.579                                        2476293.335                4809    28 Jan 2021 08:50:19.569            907.277817                -32.906                 -18.455                                    2502335.663           467.800
                4810    28 Jan 2021 10:23:55.799                901.000003                      0.023                     -35.980                                        2475343.933                4810    28 Jan 2021 10:36:25.859            910.947333                -43.110                 -47.621                                    2517989.655           750.060
                4811    28 Jan 2021 12:07:24.018                901.008872                     -1.172                     -62.036                                        2475282.440                4811    28 Jan 2021 12:19:08.633            910.423794                -41.701                 -72.886                                    2515837.708           704.614
                4815    28 Jan 2021 19:44:36.665                904.131090                    -22.574                       7.616                                        2488766.937                4815    28 Jan 2021 19:45:53.610            903.059001                -18.141                   6.496                                    2484087.372            76.945
                4816    28 Jan 2021 21:25:15.535                906.680348                    -31.119                     -15.837                                        2499780.121                4816    28 Jan 2021 21:33:39.616            901.027474                 -2.062                 -23.090                                    2475498.047           504.081
                4817    28 Jan 2021 23:05:39.509                909.970484                    -40.473                     -38.661                                        2514069.824                4818    28 Jan 2021 23:17:41.381            901.007421                  1.071                 -49.593                                    2475401.001           721.872
                4818    29 Jan 2021 00:47:47.271                911.232369                    -43.875                     -63.202                                        2519214.478                4818    29 Jan 2021 00:58:46.514            901.232197                 -6.004                 -73.742                                    2476333.008           659.243
                4823    29 Jan 2021 08:46:10.206                901.197663                     -5.538                     -12.422                                        2476210.938                4823    29 Jan 2021 08:54:17.217            907.510510                -33.588                 -19.601                                    2503252.563           487.011
                4824    29 Jan 2021 10:27:40.378                901.000053                      0.090                     -36.905                                        2475300.598                4824    29 Jan 2021 10:40:15.229            911.024095                -43.316                 -48.639                                    2518417.206           754.851
                4825    29 Jan 2021 12:11:15.943                901.015107                     -1.529                     -63.059                                        2475440.979                4825    29 Jan 2021 12:22:47.883            910.286970                -41.331                 -73.695                                    2515319.519           691.940
                4829    29 Jan 2021 19:48:19.758                904.171358                    -22.727                       6.715                                        2488883.972                4829    29 Jan 2021 19:49:53.319            902.885637                -17.336                   5.356                                    2483341.980            93.561
                4830    29 Jan 2021 21:28:54.050                906.817301                    -31.534                     -16.658                                        2500408.325                4830    29 Jan 2021 21:37:26.477            901.025781                 -1.997                 -24.045                                    2475348.816           512.427
                4831    29 Jan 2021 23:09:23.425                910.008839                    -40.577                     -39.565                                        2514054.565                4832    29 Jan 2021 23:21:25.429            901.006125                  0.973                 -50.511                                    2475355.835           722.004
                4832    30 Jan 2021 00:51:34.502                911.200864                    -43.791                     -64.175                                        2519079.285                4832    30 Jan 2021 01:02:21.307            901.283490                 -6.636                 -74.535                                    2476544.189           646.806
                4837    30 Jan 2021 08:49:49.249                901.171062                     -5.151                     -13.273                                        2476098.480                4837    30 Jan 2021 08:58:07.473            907.599325                -33.846                 -20.619                                    2503769.226           498.223
                4838    30 Jan 2021 10:31:24.684                901.000194                      0.173                     -37.826                                        2475363.159                4838    30 Jan 2021 10:44:03.838            911.084771                -43.479                 -49.641                                    2518847.504           759.154
                4839    30 Jan 2021 12:15:07.247                901.022124                     -1.850                     -64.074                                        2475332.947                4839    30 Jan 2021 12:26:26.986            910.147246                -40.953                 -74.501                                    2514707.642           679.739
                4843    30 Jan 2021 19:52:03.520                904.201598                    -22.841                       5.804                                        2489046.173                4843    30 Jan 2021 19:54:04.924            902.582911                -15.844                   4.051                                    2482041.016           121.404
                4844    30 Jan 2021 21:32:28.935                907.024868                    -32.156                     -17.416                                        2501241.302                4844    30 Jan 2021 21:41:13.268            901.024242                 -1.937                 -25.000                                    2475412.903           524.333
                4845    30 Jan 2021 23:13:06.992                910.054522                    -40.701                     -40.462                                        2514304.810                4846    30 Jan 2021 23:25:09.471            901.004950                  0.875                 -51.429                                    2475339.203           722.478
                4846    31 Jan 2021 00:55:22.671                911.149485                    -43.653                     -65.168                                        2518990.173                4846    31 Jan 2021 01:05:56.609            901.337094                 -7.240                 -75.336                                    2476780.548           633.938
                4850    31 Jan 2021 07:14:31.495                903.306293                    -19.239                       8.204                                        2485195.160                4850    31 Jan 2021 07:15:30.703            904.150978                -22.650                   7.338                                    2488829.041            59.208
                4851    31 Jan 2021 08:53:29.479                901.150600                     -4.832                     -14.140                                        2476032.715                4851    31 Jan 2021 09:01:57.314            907.680252                -34.081                 -21.631                                    2504064.484           507.835
                4852    31 Jan 2021 10:35:08.282                901.000571                      0.297                     -38.738                                        2475242.310                4852    31 Jan 2021 10:47:49.098            911.074535                -43.452                 -50.571                                    2518784.180           760.816
                4853    31 Jan 2021 12:18:58.998                901.031203                     -2.197                     -65.094                                        2475504.303                4853    31 Jan 2021 12:30:04.806            909.980835                -40.501                 -75.283                                    2513886.414           665.808
                4857    31 Jan 2021 19:55:47.244                904.232530                    -22.957                       4.893                                        2489131.165                4857    31 Jan 2021 19:58:21.437            902.254662                -14.069                   2.681                                    2480639.801           154.193
                4858    31 Jan 2021 21:36:04.771                907.216134                    -32.724                     -18.189                                        2501954.651                4858    31 Jan 2021 21:45:00.860            901.021641                 -1.830                 -25.965                                    2475457.458           536.089
                4859    31 Jan 2021 23:16:45.183                910.213301                    -41.132                     -41.251                                        2515026.245                4860    31 Jan 2021 23:28:53.507            901.003897                  0.776                 -52.347                                    2475362.854           728.324
                4860     1 Feb 2021 00:59:11.114                911.092337                    -43.500                     -66.167                                        2518645.477                4860     1 Feb 2021 01:09:32.652            901.390975                 -7.800                 -76.146                                    2476998.138           621.538
                4864     1 Feb 2021 07:18:07.019                903.172078                    -18.650                       7.411                                        2484578.857                4864     1 Feb 2021 07:19:18.539            904.182841                -22.770                   6.366                                    2488956.299            71.520
                4865     1 Feb 2021 08:57:10.975                901.135719                     -4.587                     -15.023                                        2475985.718                4865     1 Feb 2021 09:05:47.234            907.763001                -34.320                 -22.645                                    2504304.199           516.259
                4866     1 Feb 2021 10:38:51.747                901.001190                      0.429                     -39.649                                        2475243.225                4866     1 Feb 2021 10:51:34.295            911.062979                -43.421                 -51.500                                    2518718.719           762.548
                4867     1 Feb 2021 12:22:50.910                901.042143                     -2.554                     -66.117                                        2475550.079                4867     1 Feb 2021 12:33:43.823            909.839829                -40.118                 -76.090                                    2513334.351           652.913
                4871     1 Feb 2021 19:59:29.787                904.281820                    -23.141                       4.000                                        2489342.651                4871     1 Feb 2021 20:02:27.187            902.060444                -12.914                   1.464                                    2479810.791           177.400
                4872     1 Feb 2021 21:39:41.460                907.392413                    -33.243                     -18.974                                        2502712.555                4872     1 Feb 2021 21:48:49.326            901.018081                 -1.673                 -26.942                                    2475324.097           547.866
                4873     1 Feb 2021 23:20:24.193                910.355089                    -41.515                     -42.055                                        2515621.033                4874     1 Feb 2021 23:32:36.777            901.002594                  0.633                 -53.254                                    2475251.770           732.584
                4874     2 Feb 2021 01:02:58.712                911.053074                    -43.394                     -67.147                                        2518454.132                4874     2 Feb 2021 01:13:10.889            901.435359                 -8.234                 -76.985                                    2477210.236           612.177
                4878     2 Feb 2021 07:21:44.858                903.070706                    -18.194                       6.583                                        2484138.947                4878     2 Feb 2021 07:23:06.417            904.215471                -22.893                   5.394                                    2489057.312            81.559
                4879     2 Feb 2021 09:00:52.352                901.121223                     -4.334                     -15.906                                        2475797.424                4879     2 Feb 2021 09:09:41.968            907.942013                -34.835                 -23.744                                    2505097.656           529.617
                4880     2 Feb 2021 10:42:35.196                901.002039                      0.562                     -40.559                                        2475350.342                4880     2 Feb 2021 10:55:19.418            911.049844                -43.386                 -52.427                                    2518628.998           764.223
                4881     2 Feb 2021 12:26:42.792                901.054652                     -2.909                     -67.139                                        2475472.870                4881     2 Feb 2021 12:37:22.207            909.685906                -39.698                 -76.887                                    2512575.378           639.416
                4885     2 Feb 2021 20:03:11.217                904.348723                    -23.390                       3.124                                        2489630.432                4885     2 Feb 2021 20:06:25.127            901.949632                -12.210                   0.355                                    2479369.354           193.910
                4886     2 Feb 2021 21:43:20.279                907.528169                    -33.640                     -19.796                                        2503294.678                4886     2 Feb 2021 21:52:37.701            901.014943                 -1.520                 -27.917                                    2475466.003           557.422
                4887     2 Feb 2021 23:24:04.101                910.478152                    -41.847                     -42.876                                        2516094.666                4888     2 Feb 2021 23:36:20.051            901.001557                  0.491                 -54.162                                    2475385.437           735.950
                4888     3 Feb 2021 01:06:48.173                910.974398                    -43.183                     -68.167                                        2518277.740                4888     3 Feb 2021 01:16:50.180            901.475372                 -8.607                 -77.839                                    2477369.232           602.007
                4892     3 Feb 2021 07:25:21.297                902.954153                    -17.658                       5.775                                        2483657.532                4892     3 Feb 2021 07:26:54.528            904.251827                -23.029                   4.418                                    2489213.715            93.231
                4893     3 Feb 2021 09:04:33.577                901.107079                     -4.073                     -16.786                                        2475745.544                4893     3 Feb 2021 09:13:37.229            908.132758                -35.379                 -24.853                                    2506011.047           543.652
                4894     3 Feb 2021 10:46:20.497                901.002229                      0.587                     -41.493                                        2475358.582                4894     3 Feb 2021 10:59:06.231            911.072480                -43.446                 -53.391                                    2518663.330           765.734
                4895     3 Feb 2021 12:30:34.529                901.068428                     -3.255                     -68.160                                        2475604.248                4895     3 Feb 2021 12:41:00.045            909.520984                -39.248                 -77.674                                    2511868.896           625.517
                4899     3 Feb 2021 20:06:52.328                904.421190                    -23.656                       2.253                                        2489941.711                4899     3 Feb 2021 20:10:20.270            901.868209                -11.667                  -0.714                                    2478970.032           207.942
                4900     3 Feb 2021 21:47:02.190                907.603619                    -33.859                     -20.670                                        2503619.385                4900     3 Feb 2021 21:56:27.742            901.010460                 -1.272                 -28.915                                    2475284.119           565.552
                4901     3 Feb 2021 23:27:44.769                910.585275                    -42.136                     -43.712                                        2516655.731                4902     3 Feb 2021 23:40:03.498            901.000828                  0.358                 -55.072                                    2475241.394           738.729
                4902     4 Feb 2021 01:10:38.570                910.875947                    -42.918                     -69.206                                        2517684.631                4902     4 Feb 2021 01:20:29.214            901.518797                 -8.994                 -78.688                                    2477486.267           590.645
                4906     4 Feb 2021 07:28:56.072                902.820650                    -17.025                       4.990                                        2483074.036                4906     4 Feb 2021 07:30:45.109            904.326609                -23.308                   3.405                                    2489595.032           109.037
                4907     4 Feb 2021 09:08:14.798                901.093796                     -3.812                     -17.666                                        2475761.108                4907     4 Feb 2021 09:17:31.714            908.309043                -35.879                 -25.951                                    2506725.159           556.916
                4908     4 Feb 2021 10:50:05.808                901.002423                      0.612                     -42.428                                        2475361.481                4908     4 Feb 2021 11:02:53.121            911.096744                -43.511                 -54.356                                    2518779.297           767.312
                4909     4 Feb 2021 12:34:26.660                901.084809                     -3.624                     -69.186                                        2475602.417                4909     4 Feb 2021 12:44:36.136            909.320272                -38.697                 -78.429                                    2511123.047           609.476
                4913     4 Feb 2021 20:10:32.030                904.516620                    -24.004                       1.404                                        2490428.619                4913     4 Feb 2021 20:14:14.796            901.795292                -11.160                  -1.775                                    2478656.311           222.766
                4914     4 Feb 2021 21:50:44.377                907.673869                    -34.063                     -21.549                                        2504096.832                4914     4 Feb 2021 22:00:17.301            901.007149                 -1.052                 -29.907                                    2475371.094           572.924
                4915     4 Feb 2021 23:31:26.044                910.679661                    -42.390                     -44.560                                        2517079.163                4916     4 Feb 2021 23:43:46.184            901.000212                  0.181                 -55.972                                    2475392.151           740.139
                4916     5 Feb 2021 01:14:29.032                910.776153                    -42.650                     -70.246                                        2517269.287                4916     5 Feb 2021 01:24:07.851            901.566810                 -9.405                 -79.533                                    2477775.269           578.819
