                                                                                                                                                                                                                                                                                                                                                       2 Mar 2020 12:01:32
FOR UNFUNDED EDUCATIONAL USE ONLY
Satellite-SunSat1


Entrance Pass Number      Entrance Time (UTCG)      Entrance Altitude (km)    Entrance Latitude (deg)    Entrance Longitude (deg)    Entrance Flux intensity (m^-2*sec^-1*Sterad^-1)    Exit Pass Number        Exit Time (UTCG)        Exit Altitude (km)    Exit Latitude (deg)    Exit Longitude (deg)    Exit Flux intensity (m^-2*sec^-1*Sterad^-1)    Duration (sec)
                1430    31 May 2020 08:59:43.555                901.126106                     -4.421                     -15.633                                        2475822.601                1430    31 May 2020 09:08:28.410            907.876742                -34.648                 -23.396                                    2504792.786           524.855
                1431    31 May 2020 10:41:25.540                901.001779                      0.525                     -40.274                                        2475246.735                1431    31 May 2020 10:54:09.336            911.054102                -43.397                 -52.143                                    2518553.009           763.796
                1432    31 May 2020 12:25:30.591                901.050596                     -2.799                     -66.821                                        2475586.700                1432    31 May 2020 12:36:14.055            909.730473                -39.820                 -76.639                                    2512931.519           643.464
                1436    31 May 2020 20:02:02.302                904.327142                    -23.310                       3.399                                        2489537.201                1436    31 May 2020 20:05:11.372            901.980426                -12.409                   0.697                                    2479516.907           189.071
                1437    31 May 2020 21:42:11.241                907.503239                    -33.567                     -19.521                                        2503188.019                1437    31 May 2020 21:51:26.595            901.015875                 -1.567                 -27.613                                    2475306.549           555.354
                1438    31 May 2020 23:22:55.549                910.441067                    -41.747                     -42.615                                        2515831.451                1439    31 May 2020 23:35:10.508            901.001845                  0.534                 -53.879                                    2475255.890           734.959
                1439     1 Jun 2020 01:05:36.398                911.005384                    -43.266                     -67.838                                        2518414.917                1439     1 Jun 2020 01:15:41.924            901.462516                 -8.488                 -77.572                                    2477328.491           605.525
                1443     1 Jun 2020 07:24:14.055                902.992038                    -17.834                       6.023                                        2483839.111                1443     1 Jun 2020 07:25:43.360            904.238342                -22.979                   4.722                                    2489219.208            89.305
                1444     1 Jun 2020 09:03:24.639                901.111242                     -4.152                     -16.511                                        2475767.059                1444     1 Jun 2020 09:12:24.175            908.077197                -35.221                 -24.515                                    2505768.280           539.536
                1445     1 Jun 2020 10:45:10.331                901.002171                      0.580                     -41.202                                        2475249.939                1445     1 Jun 2020 10:57:55.588            911.064882                -43.426                 -53.095                                    2518716.125           765.256
                1446     1 Jun 2020 12:29:22.358                901.063957                     -3.147                     -67.842                                        2475514.984                1446     1 Jun 2020 12:39:52.349            909.574974                -39.395                 -77.435                                    2512218.323           629.991
                1450     1 Jun 2020 20:05:43.515                904.397784                    -23.570                       2.526                                        2489844.055                1450     1 Jun 2020 20:09:07.262            901.891302                -11.823                  -0.383                                    2479073.334           203.746
                1451     1 Jun 2020 21:45:53.061                907.580390                    -33.791                     -20.394                                        2503520.813                1451     1 Jun 2020 21:55:16.116            901.011759                 -1.349                 -28.604                                    2475360.260           563.055
                1452     1 Jun 2020 23:26:35.986                910.553012                    -42.049                     -43.446                                        2516507.263                1453     1 Jun 2020 23:38:53.899            901.001026                  0.398                 -54.788                                    2475249.634           737.914
                1453     2 Jun 2020 01:09:26.776                910.907296                    -43.003                     -68.877                                        2517855.530                1453     2 Jun 2020 01:19:21.041            901.504825                 -8.871                 -78.423                                    2477407.532           594.265
                1457     2 Jun 2020 07:27:49.372                902.863933                    -17.233                       5.231                                        2483271.179                1457     2 Jun 2020 07:29:33.270            904.302636                -23.219                   3.719                                    2489490.356           103.898
                1458     2 Jun 2020 09:07:05.934                901.097916                     -3.895                     -17.392                                        2475768.738                1458     2 Jun 2020 09:16:18.607            908.252107                -35.718                 -25.611                                    2506406.860           552.673
                1459     2 Jun 2020 10:48:55.642                901.002362                      0.604                     -42.137                                        2475353.851                1459     2 Jun 2020 11:01:42.450            911.088584                -43.490                 -54.060                                    2518596.649           766.807
                1460     2 Jun 2020 12:33:14.306                901.079347                     -3.505                     -68.866                                        2475578.918                1460     2 Jun 2020 12:43:29.022            909.386187                -38.878                 -78.200                                    2511427.917           614.716
                1464     2 Jun 2020 20:09:24.385                904.474449                    -23.851                       1.659                                        2490170.746                1464     2 Jun 2020 20:13:01.055            901.823475                -11.359                  -1.434                                    2478780.060           216.670
                1465     2 Jun 2020 21:49:35.159                907.652281                    -34.000                     -21.271                                        2503829.193                1465     2 Jun 2020 21:59:05.878            901.008058                 -1.116                 -29.598                                    2475273.285           570.719
                1466     2 Jun 2020 23:30:17.094                910.650870                    -42.313                     -44.290                                        2516952.820                1467     2 Jun 2020 23:42:37.072            901.000404                  0.250                 -55.695                                    2475242.462           739.979
                1467     3 Jun 2020 01:13:17.216                910.807937                    -42.736                     -69.916                                        2517392.578                1467     3 Jun 2020 01:22:59.884            901.550808                 -9.270                 -79.270                                    2477649.689           582.668
                1471     3 Jun 2020 07:31:22.348                902.712302                    -16.496                       4.471                                        2482648.773                1471     3 Jun 2020 07:33:24.184            904.383107                -23.517                   2.701                                    2489829.559           121.836
                1472     3 Jun 2020 09:10:46.977                901.084752                     -3.623                     -18.270                                        2475722.809                1472     3 Jun 2020 09:20:13.000            908.427206                -36.213                 -26.708                                    2507178.802           566.023
                1473     3 Jun 2020 10:52:40.959                901.002558                      0.629                     -43.072                                        2475361.938                1473     3 Jun 2020 11:05:29.632            911.119081                -43.571                 -55.031                                    2518772.430           768.673
                1474     3 Jun 2020 12:37:06.882                901.098204                     -3.900                     -69.897                                        2475660.400                1474     3 Jun 2020 12:47:03.645            909.155673                -38.243                 -78.929                                    2510289.459           596.763
                1478     3 Jun 2020 20:12:58.712                904.656735                    -24.508                       0.891                                        2491034.698                1478     3 Jun 2020 20:16:58.267            901.731309                -10.696                  -2.531                                    2478382.568           239.555
                1479     3 Jun 2020 21:53:17.516                907.719266                    -34.194                     -22.152                                        2504316.406                1479     3 Jun 2020 22:02:55.057            901.005446                 -0.918                 -30.585                                    2475261.841           577.541
                1480     3 Jun 2020 23:33:58.693                910.738416                    -42.549                     -45.145                                        2517316.437                1481     3 Jun 2020 23:46:19.066            901.000007                  0.033                 -56.585                                    2475393.677           740.373
                1481     4 Jun 2020 01:17:08.235                910.696379                    -42.435                     -70.968                                        2516944.427                1481     4 Jun 2020 01:26:36.016            901.618095                 -9.825                 -80.081                                    2477894.287           567.781
                1485     4 Jun 2020 07:34:50.082                902.508427                    -15.458                       3.783                                        2481771.088                1485     4 Jun 2020 07:37:15.649            904.473062                -23.846                   1.674                                    2490165.710           145.566
                1486     4 Jun 2020 09:14:27.746                901.071853                     -3.336                     -19.145                                        2475589.905                1486     4 Jun 2020 09:24:06.091            908.576679                -36.633                 -27.782                                    2507825.317           578.345
                1487     4 Jun 2020 10:56:26.648                901.002583                      0.632                     -44.012                                        2475347.290                1487     4 Jun 2020 11:09:16.204            911.136628                -43.618                 -55.990                                    2518965.607           769.556
                1488     4 Jun 2020 12:40:59.774                901.120070                     -4.314                     -70.933                                        2475791.931                1488     4 Jun 2020 12:50:36.187            908.883517                -37.489                 -79.622                                    2509209.137           576.413
                1492     4 Jun 2020 20:16:32.689                904.848417                    -25.184                       0.130                                        2491780.243                1492     4 Jun 2020 20:20:56.175            901.639316                 -9.994                  -3.637                                    2477997.894           263.486
                1493     4 Jun 2020 21:56:58.693                907.809859                    -34.455                     -23.013                                        2504719.696                1493     4 Jun 2020 22:06:43.826            901.003568                 -0.743                 -31.566                                    2475253.143           585.133
                1494     4 Jun 2020 23:37:40.715                910.817075                    -42.760                     -46.007                                        2517688.599                1494     4 Jun 2020 23:50:01.224            901.000196                 -0.174                 -57.478                                    2475309.143           740.509
                1495     5 Jun 2020 01:21:00.772                910.552882                    -42.049                     -72.049                                        2516411.743                1495     5 Jun 2020 01:30:09.643            901.708265                -10.524                 -80.856                                    2478291.016           548.871
                1499     5 Jun 2020 07:38:19.625                902.335240                    -14.523                       3.069                                        2480980.072                1499     5 Jun 2020 07:41:19.830            904.769258                -24.907                   0.454                                    2491437.683           180.205
                1500     5 Jun 2020 09:18:07.148                901.056945                     -2.969                     -20.001                                        2475604.095                1500     5 Jun 2020 09:27:57.982            908.702239                -36.984                 -28.836                                    2508350.525           590.835
                1501     5 Jun 2020 11:00:12.618                901.002477                      0.619                     -44.955                                        2475377.350                1501     5 Jun 2020 11:13:02.270            911.143474                -43.637                 -56.937                                    2518981.628           769.652
                1502     5 Jun 2020 12:44:53.827                901.148232                     -4.794                     -71.985                                        2475883.484                1502     5 Jun 2020 12:54:12.312            908.686351                -36.940                 -80.384                                    2508272.400           558.484
                1506     5 Jun 2020 20:20:08.869                905.006976                    -25.734                      -0.664                                        2492561.798                1506     5 Jun 2020 20:24:52.667            901.563018                 -9.373                  -4.724                                    2477677.155           283.798
                1507     5 Jun 2020 22:00:37.073                907.956614                    -34.877                     -23.824                                        2505190.887                1507     5 Jun 2020 22:10:33.172            901.001848                 -0.535                 -32.554                                    2475346.985           596.099
                1508     5 Jun 2020 23:41:23.075                910.888626                    -42.953                     -46.876                                        2518005.676                1508     5 Jun 2020 23:53:43.528            901.000898                 -0.373                 -58.373                                    2475259.857           740.453
                1509     6 Jun 2020 01:24:54.834                910.377379                    -41.575                     -73.161                                        2515667.267                1509     6 Jun 2020 01:33:38.321            901.845267                -11.510                 -81.564                                    2478937.683           523.487
                1513     6 Jun 2020 07:41:50.855                902.188468                    -13.685                       2.330                                        2480345.764                1513     6 Jun 2020 07:45:20.465            905.015327                -25.763                  -0.715                                    2492505.951           209.610
                1514     6 Jun 2020 09:21:46.767                901.044187                     -2.615                     -20.860                                        2475552.216                1514     6 Jun 2020 09:31:48.386            908.797707                -37.251                 -29.863                                    2508935.852           601.620
                1515     6 Jun 2020 11:03:58.555                901.002388                      0.608                     -45.898                                        2475386.047                1515     6 Jun 2020 11:16:48.367            911.150973                -43.657                 -57.885                                    2518955.078           769.812
                1516     6 Jun 2020 12:48:51.469                901.193668                     -5.481                     -73.085                                        2476139.221                1516     6 Jun 2020 12:57:46.484            908.450547                -36.279                 -81.113                                    2507258.911           535.015
                1520     6 Jun 2020 20:23:47.275                905.130285                    -26.156                      -1.491                                        2493016.815                1520     6 Jun 2020 20:28:46.942            901.505823                 -8.880                  -5.780                                    2477412.415           299.667
                1521     6 Jun 2020 22:04:15.767                908.097838                    -35.280                     -24.639                                        2505865.479                1521     6 Jun 2020 22:14:22.702            901.000645                 -0.316                 -33.545                                    2475272.064           606.936
                1522     6 Jun 2020 23:45:05.585                910.957018                    -43.136                     -47.748                                        2518274.841                1522     6 Jun 2020 23:57:26.434            901.001861                 -0.537                 -59.276                                    2475245.972           740.850
                1523     7 Jun 2020 01:28:49.583                910.187732                    -41.062                     -74.284                                        2514724.884                1523     7 Jun 2020 01:37:03.754            902.023374                -12.682                 -82.226                                    2479699.554           494.170
                1527     7 Jun 2020 07:45:24.512                902.072386                    -12.988                       1.556                                        2479931.641                1527     7 Jun 2020 07:49:13.582            905.139365                -26.187                  -1.770                                    2493129.272           229.070
                1528     7 Jun 2020 09:25:27.417                901.034807                     -2.321                     -21.732                                        2475468.292                1528     7 Jun 2020 09:35:37.889            908.874872                -37.465                 -30.873                                    2509290.466           610.471
                1529     7 Jun 2020 11:07:43.590                901.002720                      0.649                     -46.830                                        2475267.334                1529     7 Jun 2020 11:20:35.097            911.171884                -43.713                 -58.847                                    2518955.231           771.507
                1530     7 Jun 2020 12:52:53.192                901.264126                     -6.405                     -74.240                                        2476395.264                1530     7 Jun 2020 13:01:18.280            908.168516                -35.481                 -81.802                                    2506151.123           505.088
                1534     7 Jun 2020 20:27:31.407                905.157533                    -26.249                      -2.407                                        2493167.114                1534     7 Jun 2020 20:32:40.321            901.457164                 -8.439                  -6.824                                    2477209.930           308.914
                1535     7 Jun 2020 22:07:55.066                908.227522                    -35.649                     -25.464                                        2506461.945                1535     7 Jun 2020 22:18:12.320            901.000054                 -0.092                 -34.537                                    2475239.410           617.254
                1536     7 Jun 2020 23:48:48.219                911.022814                    -43.313                     -48.623                                        2518593.597                1536     8 Jun 2020 00:01:09.198            901.003247                 -0.709                 -60.177                                    2475344.086           740.980
                1537     8 Jun 2020 01:32:46.422                909.954661                    -40.430                     -75.447                                        2513723.297                1537     8 Jun 2020 01:40:29.965            902.209798                -13.810                 -82.897                                    2480463.867           463.543
                1541     8 Jun 2020 07:49:00.753                901.985084                    -12.439                       0.746                                        2479559.174                1541     8 Jun 2020 07:53:00.939            905.166699                -26.280                  -2.736                                    2493158.722           240.186
                1542     8 Jun 2020 09:29:09.247                901.028357                     -2.095                     -22.621                                        2475474.854                1542     8 Jun 2020 09:39:34.323            909.095134                -38.076                 -32.014                                    2510032.349           625.077
                1543     8 Jun 2020 11:11:26.970                901.003986                      0.785                     -47.739                                        2475262.604                1543     8 Jun 2020 11:24:22.836            911.214159                -43.826                 -59.831                                    2519136.353           775.866
                1544     8 Jun 2020 12:56:53.981                901.340290                     -7.274                     -75.383                                        2476770.477                1544     8 Jun 2020 13:04:47.251            907.832811                -34.521                 -82.445                                    2504734.497           473.270
                1548     8 Jun 2020 20:31:15.674                905.182562                    -26.334                      -3.324                                        2493321.991                1548     8 Jun 2020 20:36:34.761            901.404675                 -7.936                  -7.882                                    2477013.702           319.087
                1549     8 Jun 2020 22:11:34.133                908.362468                    -36.030                     -26.284                                        2507051.544                1549     8 Jun 2020 22:21:59.406            901.000001                 -0.014                 -35.496                                    2475349.426           625.273
                1550     8 Jun 2020 23:52:30.964                911.086256                    -43.483                     -49.499                                        2518595.581                1550     9 Jun 2020 00:04:51.691            901.005197                 -0.897                 -61.074                                    2475403.442           740.727
                1551     9 Jun 2020 01:36:42.462                909.739011                    -39.843                     -76.591                                        2512901.306                1551     9 Jun 2020 01:43:59.235            902.378341                -14.760                 -83.608                                    2481237.335           436.773
                1555     9 Jun 2020 07:52:38.430                901.913747                    -11.973                      -0.084                                        2479257.507                1555     9 Jun 2020 07:56:48.204            905.192549                -26.367                  -3.700                                    2493257.751           249.774
                1556     9 Jun 2020 09:32:53.881                901.026649                     -2.031                     -23.547                                        2475509.186                1556     9 Jun 2020 09:43:35.853            909.422305                -38.977                 -33.255                                    2511487.122           641.972
                1557     9 Jun 2020 11:15:10.171                901.005617                      0.932                     -48.645                                        2475264.282                1557     9 Jun 2020 11:28:10.435            911.253469                -43.932                 -60.812                                    2519441.223           780.264
                1558     9 Jun 2020 13:00:52.781                901.414055                     -8.028                     -76.499                                        2477092.285                1558     9 Jun 2020 13:08:21.222            907.599650                -33.847                 -83.180                                    2503685.455           448.440
                1562     9 Jun 2020 20:35:00.007                905.206524                    -26.415                      -4.243                                        2493328.857                1562     9 Jun 2020 20:40:29.823            901.351921                 -7.398                  -8.948                                    2476805.115           329.816
                1563     9 Jun 2020 22:15:13.787                908.486042                    -36.378                     -27.114                                        2507589.569                1564     9 Jun 2020 22:25:46.399            901.000022                  0.058                 -36.453                                    2475261.841           632.612
                1564     9 Jun 2020 23:56:17.189                911.076038                    -43.456                     -50.450                                        2518543.854                1564    10 Jun 2020 00:08:33.139            901.008472                 -1.145                 -61.958                                    2475294.189           735.950
                1565    10 Jun 2020 01:40:39.546                909.502348                    -39.197                     -77.752                                        2511781.158                1565    10 Jun 2020 01:47:26.776            902.576388                -15.811                 -84.294                                    2482087.555           407.230
                1569    10 Jun 2020 07:56:17.200                901.854139                    -11.571                      -0.929                                        2478908.844                1569    10 Jun 2020 08:00:37.521            905.253472                -26.573                  -4.696                                    2493602.600           260.321
                1570    10 Jun 2020 09:36:38.572                901.025080                     -1.970                     -24.473                                        2475495.758                1570    10 Jun 2020 09:47:33.968            909.680184                -39.683                 -34.436                                    2512544.708           655.396
                1571    10 Jun 2020 11:18:53.426                901.007483                      1.076                     -49.553                                        2475270.996                1571    10 Jun 2020 11:31:57.085            911.272692                -43.983                 -61.772                                    2519387.970           783.659
                1572    10 Jun 2020 13:04:46.272                901.461171                     -8.476                     -77.545                                        2477229.614                1572    10 Jun 2020 13:11:53.919            907.343812                -33.100                 -83.896                                    2502617.645           427.647
                1576    10 Jun 2020 20:38:38.710                905.326955                    -26.819                      -5.074                                        2493909.149                1576    10 Jun 2020 20:44:25.891            901.297705                 -6.801                 -10.027                                    2476601.715           347.181
                1577    10 Jun 2020 22:18:53.996                908.598720                    -36.695                     -27.954                                        2508027.344                1578    10 Jun 2020 22:29:33.295            901.000101                  0.125                 -37.409                                    2475356.750           639.299
                1578    11 Jun 2020 00:00:03.483                911.064363                    -43.425                     -51.402                                        2518493.195                1578    11 Jun 2020 00:12:13.606            901.013585                 -1.450                 -62.828                                    2475361.023           730.123
                1579    11 Jun 2020 01:44:44.220                909.109617                    -38.116                     -79.054                                        2510114.746                1579    11 Jun 2020 01:50:53.661            902.794359                -16.898                 -84.969                                    2482963.562           369.441
                1583    11 Jun 2020 07:59:55.858                901.795550                    -11.162                      -1.772                                        2478765.259                1583    11 Jun 2020 08:04:35.053            905.456692                -27.250                  -5.821                                    2494400.635           279.195
                1584    11 Jun 2020 09:40:23.319                901.023636                     -1.912                     -25.400                                        2475490.417                1584    11 Jun 2020 09:51:25.141            909.793707                -39.992                 -35.483                                    2513166.199           661.822
                1585    11 Jun 2020 11:22:40.951                901.006119                      0.973                     -50.517                                        2475264.282                1585    11 Jun 2020 11:35:41.643            911.247610                -43.916                 -62.687                                    2519333.496           780.693
                1586    11 Jun 2020 13:08:40.240                901.513901                     -8.951                     -78.596                                        2477446.594                1586    11 Jun 2020 13:15:24.441            907.048957                -32.228                 -84.577                                    2501266.937           404.201
                1590    11 Jun 2020 20:42:16.339                905.467306                    -27.286                      -5.887                                        2494437.408                1590    11 Jun 2020 20:48:21.743            901.248952                 -6.217                 -11.104                                    2476308.136           365.404
                1591    11 Jun 2020 22:22:34.835                908.698867                    -36.975                     -28.804                                        2508523.254                1592    11 Jun 2020 22:33:21.156            901.000395                  0.247                 -38.378                                    2475352.936           646.320
                1592    12 Jun 2020 00:03:49.857                911.050997                    -43.389                     -52.357                                        2518447.418                1592    12 Jun 2020 00:15:54.472            901.019379                 -1.732                 -63.704                                    2475465.088           724.614
                1593    12 Jun 2020 01:48:50.443                908.688609                    -36.946                     -80.376                                        2508335.724                1593    12 Jun 2020 01:54:23.680            902.985824                -17.805                 -85.687                                    2483831.177           333.237
                1597    12 Jun 2020 08:03:32.879                901.726174                    -10.658                      -2.594                                        2478396.454                1597    12 Jun 2020 08:08:29.834            905.614817                -27.770                  -6.904                                    2495071.411           296.955
                1598    12 Jun 2020 09:44:06.667                901.020340                     -1.774                     -26.309                                        2475477.905                1598    12 Jun 2020 09:55:14.680            909.873206                -40.209                 -36.498                                    2513388.214           668.013
                1599    12 Jun 2020 11:26:28.486                901.004885                      0.869                     -51.482                                        2475383.759                1599    12 Jun 2020 11:39:26.075            911.219858                -43.842                 -63.599                                    2519293.518           777.590
                1600    12 Jun 2020 13:12:35.519                901.578510                     -9.502                     -79.666                                        2477724.304                1600    12 Jun 2020 13:18:53.254            906.725899                -31.257                 -85.234                                    2499966.888           377.735
                1604    12 Jun 2020 20:45:55.084                905.589662                    -27.688                      -6.718                                        2495100.403                1604    12 Jun 2020 20:52:17.175            901.206273                 -5.657                 -12.174                                    2476181.946           382.091
                1605    12 Jun 2020 22:26:16.552                908.781293                    -37.205                     -29.671                                        2508880.768                1606    12 Jun 2020 22:37:09.276            901.000956                  0.385                 -39.350                                    2475334.167           652.724
                1606    13 Jun 2020 00:07:34.721                911.069598                    -43.439                     -53.278                                        2518747.711                1606    13 Jun 2020 00:19:35.274            901.026294                 -2.017                 -64.578                                    2475506.897           720.553
                1607    13 Jun 2020 01:53:01.044                908.184006                    -35.525                     -81.769                                        2506172.791                1607    13 Jun 2020 01:57:52.470            903.201915                -18.782                 -86.385                                    2484777.679           291.427
                1611    13 Jun 2020 08:07:09.575                901.657434                    -10.136                      -3.411                                        2478161.774                1611    13 Jun 2020 08:12:24.109            905.765889                -28.260                  -7.980                                    2495720.825           314.535
                1612    13 Jun 2020 09:47:49.904                901.017156                     -1.629                     -27.216                                        2475311.584                1612    13 Jun 2020 09:59:03.350            909.934570                -40.376                 -37.497                                    2513771.667           673.446
                1613    13 Jun 2020 11:30:16.017                901.003792                      0.766                     -52.446                                        2475254.211                1613    13 Jun 2020 11:43:10.358            911.188950                -43.759                 -64.509                                    2519050.293           774.342
                1614    13 Jun 2020 13:16:38.696                901.706197                    -10.509                     -80.844                                        2478275.299                1614    13 Jun 2020 13:22:23.254            906.430478                -30.354                 -85.914                                    2498679.657           344.558
                1618    13 Jun 2020 20:49:34.639                905.698829                    -28.043                      -7.560                                        2495432.434                1618    13 Jun 2020 20:56:11.352            901.172350                 -5.170                 -13.228                                    2476025.696           396.714
                1619    13 Jun 2020 22:29:58.871                908.851534                    -37.401                     -30.548                                        2509199.524                1620    13 Jun 2020 22:40:57.572            901.001832                  0.532                 -40.325                                    2475352.325           658.702
                1620    14 Jun 2020 00:11:19.421                911.091666                    -43.498                     -54.197                                        2518702.850                1620    14 Jun 2020 00:23:15.754            901.034816                 -2.321                 -65.449                                    2475544.434           716.333
                1621    14 Jun 2020 01:57:17.178                907.578393                    -33.786                     -83.245                                        2503510.590                1621    14 Jun 2020 02:01:13.709            903.531462                -20.194                 -86.971                                    2486119.537           236.532
                1625    14 Jun 2020 08:10:46.657                901.594741                     -9.636                      -4.234                                        2477861.481                1625    14 Jun 2020 08:16:22.457            905.992174                -28.984                  -9.122                                    2496789.246           335.800
                1626    14 Jun 2020 09:51:33.057                901.014150                     -1.480                     -28.123                                        2475367.126                1626    14 Jun 2020 10:02:50.542            909.964960                -40.458                 -38.466                                    2513771.362           677.484
                1627    14 Jun 2020 11:34:04.529                901.002373                      0.606                     -53.424                                        2475375.671                1627    14 Jun 2020 11:46:53.614            911.136292                -43.618                 -65.396                                    2518801.880           769.085
                1628    14 Jun 2020 13:21:07.315                902.071885                    -12.985                     -82.372                                        2479845.886                1628    14 Jun 2020 13:25:51.890            906.115253                -29.373                 -86.576                                    2497262.573           284.575
                1632    14 Jun 2020 20:53:12.691                905.835758                    -28.485                      -8.378                                        2496182.709                1632    14 Jun 2020 21:00:03.563            901.148383                 -4.796                 -14.255                                    2475908.203           410.872
                1633    14 Jun 2020 22:33:40.855                908.928761                    -37.615                     -31.418                                        2509393.005                1634    14 Jun 2020 22:44:44.165            901.002185                  0.581                 -41.277                                    2475314.636           663.309
                1634    15 Jun 2020 00:15:03.755                911.121479                    -43.578                     -55.107                                        2518738.098                1634    15 Jun 2020 00:26:56.251            901.044497                 -2.624                 -66.319                                    2475575.714           712.496
                1635    15 Jun 2020 02:01:33.402                906.985661                    -32.039                     -84.707                                        2500966.034                1635    15 Jun 2020 02:04:27.650            903.988250                -22.026                 -87.446                                    2488080.902           174.248
                1639    15 Jun 2020 08:14:24.928                901.543101                     -9.204                      -5.074                                        2477675.171                1639    15 Jun 2020 08:20:18.709            906.183553                -29.587                 -10.233                                    2497547.455           353.781
                1640    15 Jun 2020 09:55:14.823                901.010096                     -1.250                     -29.010                                        2475384.674                1640    15 Jun 2020 10:06:38.075            910.002536                -40.560                 -39.443                                    2514067.535           683.252
                1641    15 Jun 2020 11:37:52.873                901.001341                      0.455                     -54.399                                        2475243.683                1641    15 Jun 2020 11:50:37.065            911.087789                -43.487                 -66.287                                    2518818.207           764.192
                1642    15 Jun 2020 13:25:28.931                902.432631                    -15.055                     -83.810                                        2481420.288                1642    15 Jun 2020 13:29:15.439            905.715884                -28.098                 -87.161                                    2495566.711           226.508
                1646    15 Jun 2020 20:56:49.223                906.001559                    -29.014                      -9.171                                        2496856.689                1646    15 Jun 2020 21:03:53.904            901.132428                 -4.531                 -15.257                                    2475807.648           424.681
